title,link,date,category,Agency
"Ebenezer Quainoo, MD and Baltimore Healthcare Agreed to Pay $255,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Non-FDA Approved Drugs",https://oig.hhs.gov/fraud/enforcement/ebenezer-quainoo-md-and-baltimore-healthcare-agreed-to-pay-255000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-non-fda-approved-drugs/,"October 10, 2024",CMP and Affirmative Exclusions,
"Housing Works Agreed to Pay $135,000 for Allegedly Violating the Civil Monetary Penalties Law by Providing Documents To HHS-OIG Auditors That One Of Its Employees Had Fabricated",https://oig.hhs.gov/fraud/enforcement/housing-works-agreed-to-pay-135000-for-allegedly-violating-the-civil-monetary-penalties-law-by-providing-documents-to-hhs-oig-auditors-that-one-of-its-employees-had-fabricated/,"October 10, 2024",CMP and Affirmative Exclusions,
Magellan Diagnostics Sentenced For Concealing Malfunction In Lead Testing Devices,https://oig.hhs.gov/fraud/enforcement/magellan-diagnostics-sentenced-for-concealing-malfunction-in-lead-testing-devices/,"October 10, 2024",Criminal and Civil Actions,"U.S. Attorney's Office, District of Massachusetts"
Teva Pharmaceuticals Agrees To Pay $425 Million To Resolve Kickback Allegations,https://oig.hhs.gov/fraud/enforcement/teva-pharmaceuticals-agrees-to-pay-425-million-to-resolve-kickback-allegations/,"October 10, 2024",Criminal and Civil Actions,"U.S. Attorney's Office, District of Massachusetts"
Generic Pharmaceutical Company Pays $25 Million To Resolve False Claims Act Liability For Price-Fixing Of Generic Drugs,https://oig.hhs.gov/fraud/enforcement/generic-pharmaceutical-company-pays-25-million-to-resolve-false-claims-act-liability-for-price-fixing-of-generic-drugs/,"October 10, 2024",Criminal and Civil Actions,"U.S. Attorney's Office, Eastern District of Pennsylvania"
Drug Maker Teva Pharmaceuticals Agrees To Pay $450M In False Claims Act Settlement To Resolve Kickback Allegations Relating To Copayments And Price Fixing,https://oig.hhs.gov/fraud/enforcement/drug-maker-teva-pharmaceuticals-agrees-to-pay-450m-in-false-claims-act-settlement-to-resolve-kickback-allegations-relating-to-copayments-and-price-fixing/,"October 10, 2024",Criminal and Civil Actions,U.S. Department of Justice
"In Latest Welfare Fraud Win, Attorney General Todd Rokita Secures Six-Figure Settlement & Criminal Conviction Against Highland Home Health Provider",https://oig.hhs.gov/fraud/enforcement/in-latest-welfare-fraud-win-attorney-general-todd-rokita-secures-six-figure-settlement-criminal-conviction-against-highland-home-health-provider/,"October 10, 2024",State Enforcement Agencies,State of Indiana
TennCare Fraud Investigation Leads To Arrests Of Two Memphis Woman,https://oig.hhs.gov/fraud/enforcement/tenncare-fraud-investigation-leads-to-arrests-of-two-memphis-woman/,"October 10, 2024",State Enforcement Agencies,State of Tennessee
"Ultra Radio Dispatch Service Agreed to Pay $61,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Improper Remuneration",https://oig.hhs.gov/fraud/enforcement/ultra-radio-dispatch-service-agreed-to-pay-61000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-improper-remuneration/,"October 9, 2024",CMP and Affirmative Exclusions,
Two Los Angeles-Area Residents Arrested On Indictment Alleging Scheme To Fraudulently Obtain And Launder Medicare Proceeds,https://oig.hhs.gov/fraud/enforcement/two-los-angeles-area-residents-arrested-on-indictment-alleging-scheme-to-fraudulently-obtain-and-launder-medicare-proceeds/,"October 9, 2024",Criminal and Civil Actions,"U.S. Attorney's Office, Central District of California"
Disabilities Day Program Employee Sentenced To 230 Days In Jail For Exploiting Vulnerable Adults And Shoplifting,https://oig.hhs.gov/fraud/enforcement/disabilities-day-program-employee-sentenced-to-230-days-in-jail-for-exploiting-vulnerable-adults-and-shoplifting/,"October 9, 2024",Criminal and Civil Actions,"U.S. Attorney's Office, District of Columbia"
Eight Charged In $68M Social Adult Day Care And Home Health Care Scheme,https://oig.hhs.gov/fraud/enforcement/eight-charged-in-68m-social-adult-day-care-and-home-health-care-scheme/,"October 9, 2024",Criminal and Civil Actions,U.S. Department of Justice
"North Carolina Physician And Medical Practice Agree To Pay $625,000 To Settle Kickback Allegations",https://oig.hhs.gov/fraud/enforcement/north-carolina-physician-and-medical-practice-agree-to-pay-625000-to-settle-kickback-allegations/,"October 9, 2024",Criminal and Civil Actions,U.S. Department of Justice
Lee Memorial Health System Agreed to Pay $1.7 Million for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Medically Unnecessary Procedures,https://oig.hhs.gov/fraud/enforcement/lee-memorial-health-system-agreed-to-pay-17-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-medically-unnecessary-procedures/,"October 9, 2024",Fraud Self-Disclosures,
"Attorney General Josh Stein Announces $625,000 Health Care Fraud Settlement",https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-625000-health-care-fraud-settlement/,"October 9, 2024",State Enforcement Agencies,State of North Carolina
Attorney General Jackley Announces Wyoming Woman Sentenced On Grand Theft By Exploitation Charge,https://oig.hhs.gov/fraud/enforcement/attorney-general-jackley-announces-wyoming-woman-sentenced-on-grand-theft-by-exploitation-charge/,"October 9, 2024",State Enforcement Agencies,State of South Dakota
"BrightStar Care of Chattanooga Agreed to Pay $20,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",https://oig.hhs.gov/fraud/enforcement/brightstar-care-of-chattanooga-agreed-to-pay-20000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/,"October 8, 2024",CMP and Affirmative Exclusions,
"Touchstone Strategies-Bulverde and The Heights of Bulverde Agreed to Pay $436,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",https://oig.hhs.gov/fraud/enforcement/touchstone-strategies-bulverde-and-the-heights-of-bulverde-agreed-to-pay-436000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/,"October 8, 2024",Fraud Self-Disclosures,
North Carolina Physician Assistant Sentenced To Six Years In Prison For Role In $10 Million Telemedicine Fraud Scheme,https://oig.hhs.gov/fraud/enforcement/north-carolina-physician-assistant-sentenced-to-six-years-in-prison-for-role-in-10-million-telemedicine-fraud-scheme/,"October 4, 2024",Criminal and Civil Actions,"U.S. Attorney’s Office, Western District of North Carolina"
Operator Of South Carolina Medicaid Call Center Agrees To Pay $11.3 Million To Resolve False Claims Act Liability; Two Former Employees Plead Guilty To Wire Fraud,https://oig.hhs.gov/fraud/enforcement/operator-of-south-carolina-medicaid-call-center-agrees-to-pay-113-million-to-resolve-false-claims-act-liability-two-former-employees-plead-guilty-to-wire-fraud/,"October 3, 2024",Criminal and Civil Actions,"U.S. Attorney's Office, District of South Carolina"
Merrillville Doctor Sentenced To Prison And Ordered To Pay Restitution,https://oig.hhs.gov/fraud/enforcement/merrillville-doctor-sentenced-to-prison-and-ordered-to-pay-restitution/,"October 3, 2024",Criminal and Civil Actions,"U.S. Attorney's Office, Northern District of Indiana"
"Ten Pharmaceutical Distributor Executives, Sales Representatives, And Brokers Charged In Connection With Unlawful Sales Of Nearly 70M Opioid Pills",https://oig.hhs.gov/fraud/enforcement/ten-pharmaceutical-distributor-executives-sales-representatives-and-brokers-charged-in-connection-with-unlawful-sales-of-nearly-70m-opioid-pills/,"October 3, 2024",Criminal and Civil Actions,U.S. Department of Justice
Wichita Brothers Plead Guilty To Defrauding The Government,https://oig.hhs.gov/fraud/enforcement/wichita-brothers-plead-guilty-to-defrauding-the-government/,"October 2, 2024",Criminal and Civil Actions,"U.S. Attorney's Office, District of Kansas"
Martin Handler Sentenced To 58 Months For Fraud On Federal Head Start Program And Tax Evasion,https://oig.hhs.gov/fraud/enforcement/martin-handler-sentenced-to-58-months-for-fraud-on-federal-head-start-program-and-tax-evasion/,"October 2, 2024",Criminal and Civil Actions,"U.S. Attorney's Office, Southern District of New York"
Precision Toxicology Agrees to Pay $27M to Resolve Allegations of Unnecessary Drug Testing and Illegal Remuneration to Physicians,https://oig.hhs.gov/fraud/enforcement/precision-toxicology-agrees-to-pay-27m-to-resolve-allegations-of-unnecessary-drug-testing-and-illegal-remuneration-to-physicians/,"October 2, 2024",Criminal and Civil Actions,"U.S. Department of Justice and U.S. Attorney's Office, District of Maryland"
Texas Hospital CEO to Pay Over $5.3M to Settle Kickback Allegations Involving Laboratory Testing,https://oig.hhs.gov/fraud/enforcement/texas-hospital-ceo-to-pay-over-53m-to-settle-kickback-allegations-involving-laboratory-testing/,"October 2, 2024",Criminal and Civil Actions,U.S. Department of Justice
"AG Moody’s Medicaid Fraud Control Unit Secures More Than $700,000 Through Multistate Action from Toxicology Laboratory",https://oig.hhs.gov/fraud/enforcement/ag-moodys-medicaid-fraud-control-unit-secures-more-than-700000-through-multistate-action-from-toxicology-laboratory/,"October 2, 2024",State Enforcement Agencies,State of Florida
Chicago Lab Owner Pleads Guilty to $14 Million COVID-19 Fraud Scheme,https://oig.hhs.gov/fraud/enforcement/chicago-lab-owner-pleads-guilty-to-14-million-covid-19-fraud-scheme/,"October 1, 2024",COVID-19Criminal and Civil Actions,"U.S. Attorney's Office, Northern District of Illinois"
Brookline Hospital to Pay Up To $6.5 Million to Resolve False Claims Act Liability Concerning Kickback Allegations,https://oig.hhs.gov/fraud/enforcement/brookline-hospital-to-pay-up-to-65-million-to-resolve-false-claims-act-liability-concerning-kickback-allegations/,"October 1, 2024",Criminal and Civil Actions,"U.S. Attorney's Office, District of Massachusetts"
"Lehigh Valley-Area Doctor Agrees to Pay $45,000 to Resolve False Claims Act Liability",https://oig.hhs.gov/fraud/enforcement/lehigh-valley-area-doctor-agrees-to-pay-45000-to-resolve-false-claims-act-liability/,"October 1, 2024",Criminal and Civil Actions,"U.S. Attorney's Office, Eastern District of Pennsylvania"
"Patient First New Jersey Physicians Group Agreed to Pay $25,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",https://oig.hhs.gov/fraud/enforcement/patient-first-new-jersey-physicians-group-agreed-to-pay-25000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/,"September 30, 2024",CMP and Affirmative Exclusions,
Lab Owner Pleads Guilty to $14M COVID-19 Fraud Scheme,https://oig.hhs.gov/fraud/enforcement/lab-owner-pleads-guilty-to-14m-covid-19-fraud-scheme/,"September 30, 2024",COVID-19Criminal and Civil Actions,U.S. Department of Justice
Brooklyn-Based Home Health Care Agencies Settle Fraud Claims for $9.75 Million and Agree to Pay $7.5 Million in Wages and Benefits to Underpaid Aides,https://oig.hhs.gov/fraud/enforcement/brooklyn-based-home-health-care-agencies-settle-fraud-claims-for-975-million-and-agree-to-pay-75-million-in-wages-and-benefits-to-underpaid-aides/,"September 30, 2024",Criminal and Civil Actions,"U.S. Attorney's Office, Eastern District of New York"
Founder and Chief Executive Officer of Injectable Stem Cell Product Manufacturer Sentenced for Distributing Unapproved Drug,https://oig.hhs.gov/fraud/enforcement/founder-and-chief-executive-officer-of-injectable-stem-cell-product-manufacturer-sentenced-for-distributing-unapproved-drug/,"September 30, 2024",Criminal and Civil Actions,U.S. Department of Justice
"Joint Regeneration of North Atlanta Agreed to Pay $66,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Orthoses that Did Not Meet Medicare Requirements",https://oig.hhs.gov/fraud/enforcement/joint-regeneration-of-north-atlanta-agreed-to-pay-66000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-orthoses-that-did-not-meet-medicare-requirements/,"September 30, 2024",Fraud Self-Disclosures,
Attorney General James And U.S. Attorney Peace Secure Over $17 Million From Home Health Agencies For Cheating Workers And Defrauding Medicaid In Landmark Wage Parity Agreement,https://oig.hhs.gov/fraud/enforcement/attorney-general-james-and-us-attorney-peace-secure-over-17-million-from-home-health-agencies-for-cheating-workers-and-defrauding-medicaid-in-landmark-wage-parity-agreement/,"September 30, 2024",State Enforcement Agencies,State of New York
The Pathway Home Abuse Investigation – Victims Being Sought,https://oig.hhs.gov/fraud/enforcement/the-pathway-home-abuse-investigation-victims-being-sought/,"September 27, 2024",Criminal and Civil Actions,Anchorage Police Department
Owner of Oahu Physical Therapy Clinics Pleads Guilty to Health Care Fraud,https://oig.hhs.gov/fraud/enforcement/owner-of-oahu-physical-therapy-clinics-pleads-guilty-to-health-care-fraud/,"September 27, 2024",Criminal and Civil Actions,"U.S. Attorney's Office, District of Hawaii"
"Hospital, Laboratory, Referring Physician, and Lab Employees Pay More than $7.2 Million To Resolve Civil Allegations of Fraudulent Laboratory Testing",https://oig.hhs.gov/fraud/enforcement/hospital-laboratory-referring-physician-and-lab-employees-pay-more-than-72-million-to-resolve-civil-allegations-of-fraudulent-laboratory-testing/,"September 27, 2024",Criminal and Civil Actions,"U.S. Attorney’s Office, Eastern District of Kentucky"
"Physician and Office Manager Pay $450,000 to Resolve Alleged Violations of the Controlled Substance Act and the False Claims Act",https://oig.hhs.gov/fraud/enforcement/physician-and-office-manager-pay-450000-to-resolve-alleged-violations-of-the-controlled-substance-act-and-the-false-claims-act/,"September 27, 2024",Criminal and Civil Actions,"U.S. Attorney’s Office, Eastern District of Kentucky"
Behavioral Healthcare Company Executive Pleads Guilty to Healthcare Fraud,https://oig.hhs.gov/fraud/enforcement/behavioral-healthcare-company-executive-pleads-guilty-to-healthcare-fraud/,"September 26, 2024",Criminal and Civil Actions,"U.S. Attorney's Office, District of Massachusetts"
Acadia Healthcare Company Inc. to Pay $19.85M to Settle Allegations Relating to Medically Unnecessary Inpatient Behavioral Health Services,https://oig.hhs.gov/fraud/enforcement/acadia-healthcare-company-inc-to-pay-1985m-to-settle-allegations-relating-to-medically-unnecessary-inpatient-behavioral-health-services/,"September 26, 2024",Criminal and Civil Actions,U.S. Department of Justice
