Title,Date,Category,Link
Former Wallingford Doctor Who Sold Opioid Prescriptions For Cash Sentenced To Federal Prison,"May 22, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-wallingford-doctor-who-sold-opioid-prescriptions-for-cash-sentenced-to-federal-prison/
"Mississippi Man Admits $51 Million Health Care Fraud Scheme Involving Durable Medical Equipment, Genetic Cancer Screening Tests, And Compounded Medications","May 22, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/mississippi-man-admits-51-million-health-care-fraud-scheme-involving-durable-medical-equipment-genetic-cancer-screening-tests-and-compounded-medications/
Magellan Diagnostics Agrees To Plead Guilty And Pay $42 Million To Resolve Criminal Charges,"May 21, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/magellan-diagnostics-agrees-to-plead-guilty-and-pay-42-million-to-resolve-criminal-charges/
Orthopedic Surgeon Sentenced To More Than One Year In Prison For Health Care Fraud,"May 21, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/orthopedic-surgeon-sentenced-to-more-than-one-year-in-prison-for-health-care-fraud/
Man Sentenced For Laundering Over $4.5M Obtained From Business Email Compromise And Romance Fraud Schemes,"May 21, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/man-sentenced-for-laundering-over-45m-obtained-from-business-email-compromise-and-romance-fraud-schemes/
"St. Agnes Hospital Agreed to Pay $69,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of Free Office Space and Clinical Services and Submitted False Claims for Patients in Clinical Research Programs","May 21, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/st-agnes-hospital-agreed-to-pay-69000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-in-the-form-of-free-office-space-and-clinical-services-and-submitted-false-claims-for-patients-in-clinical-research-programs/
"Boston-Based Dental Practice And Manager Indicted for Medicaid Fraud, Unlicensed Practice Of Dentistry, And Assault And Battery","May 21, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/boston-based-dental-practice-and-manager-indicted-for-medicaid-fraud-unlicensed-practice-of-dentistry-and-assault-and-battery/
Government Contractor Settles Claims That It Billed for Personnel Who Lacked Required Security Clearances,"May 20, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/government-contractor-settles-claims-that-it-billed-for-personnel-who-lacked-required-security-clearances/
"Avicenna Pharmacy Agreed to Pay $180,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration to Beneficiaries in the Form of Reduced Deductibles","May 19, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/avicenna-pharmacy-agreed-to-pay-180000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-to-beneficiaries-in-the-form-of-reduced-deductibles/
"Charlotte Licensed Clinical Social Worker Convicted Of Medicaid Fraud, COVID-19 Relief Fraud, And Money Laundering","May 17, 2024",COVID-19Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/charlotte-licensed-clinical-social-worker-convicted-of-medicaid-fraud-covid-19-relief-fraud-and-money-laundering/
"Nurse Sentenced To Federal Prison For Stealing Pain Medication From Patients And Fined $20,000","May 17, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/nurse-sentenced-to-federal-prison-for-stealing-pain-medication-from-patients-and-fined-20000/
Cleveland Clinic to Pay Over $7 Million to Settle Allegations of Undisclosed Foreign Sources of Funding on NIH Grant Applications and Reports,"May 17, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/cleveland-clinic-to-pay-over-7-million-to-settle-allegations-of-undisclosed-foreign-sources-of-funding-on-nih-grant-applications-and-reports/
Laredo Resident Sent To Prison For Impersonating Licensed Nurse,"May 17, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/laredo-resident-sent-to-prison-for-impersonating-licensed-nurse/
Montague Caregiver Charged With Medicaid Fraud,"May 17, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/montague-caregiver-charged-with-medicaid-fraud/
Dayton Woman Indicted For $1.5 Million Theft From Medicaid Program,"May 17, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/dayton-woman-indicted-for-15-million-theft-from-medicaid-program/
"Hospice Owner Sentenced To 240 Months Imprisonment And Ordered To Repay $42,000,000 For Defrauding Medicare","May 16, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/hospice-owner-sentenced-to-240-months-imprisonment-and-ordered-to-repay-42000000-for-defrauding-medicare/
Cape Cod Hospital To Pay $24.3 Million To Resolve False Claims Act Allegations Concerning Its Failure To Comply With Medicare Rules For Cardiac Procedures,"May 16, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/cape-cod-hospital-to-pay-243-million-to-resolve-false-claims-act-allegations-concerning-its-failure-to-comply-with-medicare-rules-for-cardiac-procedures/
"Pennsylvania Man Sentenced To Probation And $20,000 Fine For Attempting To Obstruct Investigation Into Purdue Pharma’s And Practice Fusion’s Violations Of Anti-Kickback Statute","May 15, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pennsylvania-man-sentenced-to-probation-and-20000-fine-for-attempting-to-obstruct-investigation-into-purdue-pharmas-and-practice-fusions-violations-of-anti-kickback-statute/
U.S. Attorney Announces $2.5 Million False Claims Act Settlement With Diagnostic Testing Facility For Paying Kickbacks To Physicians For Patient Referrals,"May 15, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/us-attorney-announces-25-million-false-claims-act-settlement-with-diagnostic-testing-facility-for-paying-kickbacks-to-physicians-for-patient-referrals/
Owner Of Home Health Services Agency And Parent Of Disabled Child Arrested For Medicaid Provider Fraud,"May 15, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/owner-of-home-health-services-agency-and-parent-of-disabled-child-arrested-for-medicaid-provider-fraud/
Missouri And New Orleans Men Charged With $174 Million Conspiracy To Commit Health Care Fraud,"May 14, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/missouri-and-new-orleans-men-charged-with-174-million-conspiracy-to-commit-health-care-fraud/
"Penfield Place Agreed to Pay $53,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual","May 14, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/penfield-place-agreed-to-pay-53000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
"Trilogy Pro Services Agreed to Pay $716,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting False Claims for Prescription Refills","May 14, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/trilogy-pro-services-agreed-to-pay-716000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-false-claims-for-prescription-refills/
Three Admit Half-Million Dollar Health Care Fraud Conspiracy,"May 13, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/three-admit-half-million-dollar-health-care-fraud-conspiracy/
Ten Individuals Charged With Theft Of Federal Program Funds From Tuskegee University,"May 13, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/ten-individuals-charged-with-theft-of-federal-program-funds-from-tuskegee-university/
Memphis Woman Charged With Abuse Of Vulnerable Adult,"May 13, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/memphis-woman-charged-with-abuse-of-vulnerable-adult/
Glastonbury Psychologist Sentenced To Prison For Defrauding Medicaid Of More Than $1.6 Million,"May 10, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/glastonbury-psychologist-sentenced-to-prison-for-defrauding-medicaid-of-more-than-16-million/
Connecticut Ophthalmologist Sentenced To Prison For Five-Year Health Care Fraud Scheme,"May 10, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/connecticut-ophthalmologist-sentenced-to-prison-for-five-year-health-care-fraud-scheme/
Dentist Sentenced For Unlawfully Distributing Opioids That Caused Patient’s Death,"May 10, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/dentist-sentenced-for-unlawfully-distributing-opioids-that-caused-patients-death/
Doctor Convicted Of $6.3M Medicare Fraud Scheme,"May 10, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-convicted-of-63m-medicare-fraud-scheme/
Kroger Specialty Pharmacy Agreed to Pay $23.5 Million for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims Supported by False Prior Authorizations,"May 10, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/kroger-specialty-pharmacy-agreed-to-pay-235-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-supported-by-false-prior-authorizations/
Prasanta Ghose and Modern Laboratory Agreed to Be Excluded for 10 Years for Allegedly Submitting False Claims for Venipuncture and Travel Allowance,"May 9, 2024",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/prasanta-ghose-and-modern-laboratory-agreed-to-be-excluded-for-10-years-for-allegedly-submitting-false-claims-for-venipuncture-and-travel-allowance/
Three Tennessee Physicians Sentenced For Roles In Drug Trafficking And Fraud Schemes,"May 9, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/three-tennessee-physicians-sentenced-for-roles-in-drug-trafficking-and-fraud-schemes/
"Shelby Township Doctor Sentenced To 12 Years In Prison For Illegally Distributing More Than 270,000 Opioid Pills Worth More Than $6.3 Million","May 9, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/shelby-township-doctor-sentenced-to-12-years-in-prison-for-illegally-distributing-more-than-270000-opioid-pills-worth-more-than-63-million/
"Fairmont Crossing Health and Rehabilitation Agreed to Pay $40,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual","May 9, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/fairmont-crossing-health-and-rehabilitation-agreed-to-pay-40000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-an-unlicensed-individual/
"Rushford Center Agreed to Pay $27,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual","May 9, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/rushford-center-agreed-to-pay-27000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Local Physician And Practice Agree To Pay Over $2 Million To Settle False Claims Act Allegations,"May 8, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/local-physician-and-practice-agree-to-pay-over-2-million-to-settle-false-claims-act-allegations/
"Ascension St. John Medical Center Agreed to Pay $556,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of On-Call Services Above Fair Market Value","May 8, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/ascension-st-john-medical-center-agreed-to-pay-556000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-in-the-form-of-on-call-services-above-fair-market-value/
"Daniel Hurt, Landmark Diagnostics, Fountain Healthcare Services, First Choice Laboratory, and Sonoran Desert Pathology Associates Agreed to Be Excluded for 70 Years for Allegedly Submitting False Claims and Paying Improper Remuneration","May 7, 2024",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/daniel-hurt-landmark-diagnostics-fountain-healthcare-services-first-choice-laboratory-and-sonoran-desert-pathology-associates-agreed-to-be-excluded-for-70-years-for-allegedly-submitting-false-claims-and-paying-improper-remuneration/
Former Inland Empire Nonprofit CEO Arrested On Indictment Alleging She Embezzled Federal Grant Funds For Wedding And Crypto,"May 7, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-inland-empire-nonprofit-ceo-arrested-on-indictment-alleging-she-embezzled-federal-grant-funds-for-wedding-and-crypto/
Physician And Owner Of Bellflower Medical Clinic Pleads Guilty To Defrauding Medi-Cal Family Program Out Of More Than $2.5 Million,"May 7, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/physician-and-owner-of-bellflower-medical-clinic-pleads-guilty-to-defrauding-medi-cal-family-program-out-of-more-than-25-million/
Florida Man Sentenced To 10 Years In Prison And Ordered To Pay More Than $97 Million In Restitution For Participation In Multiple Health Care Fraud And Kickback Schemes,"May 7, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/florida-man-sentenced-to-10-years-in-prison-and-ordered-to-pay-more-than-97-million-in-restitution-for-participation-in-multiple-health-care-fraud-and-kickback-schemes/
DOJ Resolves Allegations Tacoma Spine Surgeon Billed For Unnecessary Surgeries,"May 7, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doj-resolves-allegations-tacoma-spine-surgeon-billed-for-unnecessary-surgeries/
"Baptist Medical Center South Agreed to Pay $247,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Occupational Therapy Services that Did Not Meet Medicare Requirements","May 7, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/baptist-medical-center-south-agreed-to-pay-247000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-occupational-therapy-services-that-did-not-meet-medicare-requirements/
Attorney General Ford Announces Conviction Of Health Care Company And Its Owner,"May 7, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-ford-announces-conviction-of-health-care-company-and-its-owner/
"Four People Plead Guilty, Sentenced For Multi-Million-Dollar Medicaid Fraud Scheme That Involved Inflated Transportation Costs, Other Phantom Services","May 7, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/four-people-plead-guilty-sentenced-for-multi-million-dollar-medicaid-fraud-scheme-that-involved-inflated-transportation-costs-other-phantom-services/
Former Memphis Caregiver Charged With Abuse Of Vulnerable Adult,"May 7, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/former-memphis-caregiver-charged-with-abuse-of-vulnerable-adult/
Connecticut Dentists Pay $498K to Settle False Claims Allegations,"May 6, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/connecticut-dentists-pay-498k-to-settle-false-claims-allegations/
Florida Hospital System Agrees to Pay $1.5 Million to Resolve Liability Relating to Self-Disclosure of Improper Discounts,"May 6, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/florida-hospital-system-agrees-to-pay-15-million-to-resolve-liability-relating-to-self-disclosure-of-improper-discounts/
Chicago Health Care Company and Its Owner To Pay $1 Million To Settle False Claims Act Lawsuit,"May 3, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/chicago-health-care-company-and-its-owner-to-pay-1-million-to-settle-false-claims-act-lawsuit/
Opioid Manufacturer Endo Health Solutions Inc. Ordered to Pay $1.536B In Criminal Fines and Forfeiture for Distributing Misbranded Opioid Medication,"May 3, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/opioid-manufacturer-endo-health-solutions-inc-ordered-to-pay-1536b-in-criminal-fines-and-forfeiture-for-distributing-misbranded-opioid-medication/
"Alnylam Pharmaceuticals Agreed to Pay $170,000 for Allegedly Violating the Civil Monetary Penalties Law by Failing to Submit Timely Pricing Data","May 2, 2024",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/alnylam-pharmaceuticals-agreed-to-pay-170000-for-allegedly-violating-the-civil-monetary-penalties-law-by-failing-to-submit-timely-pricing-data/
Pain Management Physician Sentenced For Unlawfully Distributing Opioids,"May 2, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pain-management-physician-sentenced-for-unlawfully-distributing-opioids/
Western Pennsylvania Nurse Sentenced To Consecutive Life Sentences After Pleading Guilty To Killing And Attempting To Kill Patients,"May 2, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/western-pennsylvania-nurse-sentenced-to-consecutive-life-sentences-after-pleading-guilty-to-killing-and-attempting-to-kill-patients/
Staffing Company To Pay $2.7M For Alleged Failure To Provide Adequate Cybersecurity For COVID-19 Contact Tracing Data,"May 1, 2024",COVID-19Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/staffing-company-to-pay-27m-for-alleged-failure-to-provide-adequate-cybersecurity-for-covid-19-contact-tracing-data/
Las Vegas Woman Sentenced To Prison For $1 Million Medicaid Fraud Scheme,"May 1, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/las-vegas-woman-sentenced-to-prison-for-1-million-medicaid-fraud-scheme/
U.S. Attorney's Office Announces The Formation Of Multi-Agency Health Care Fraud Task Force,"May 1, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/us-attorneys-office-announces-the-formation-of-multi-agency-health-care-fraud-task-force/
"Former VA Psychologist Sentenced To Prison For Submitting False Medical Documents, Health Care Fraud","May 1, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-va-psychologist-sentenced-to-prison-for-submitting-false-medical-documents-health-care-fraud/
Elara Caring Agrees To Pay $4.2 Million To Settle False Claims Act Allegations That It Billed Medicare For Ineligible Hospice Patients,"May 1, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/elara-caring-agrees-to-pay-42-million-to-settle-false-claims-act-allegations-that-it-billed-medicare-for-ineligible-hospice-patients/
"Gastroenterology Associates of Southwest Florida Agreed to Pay $69,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual","April 30, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/gastroenterology-associates-of-southwest-florida-agreed-to-pay-69000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Justice Department Recovers Fraudulent Transfer Of Proceeds Arising From Kickback Scheme,"April 29, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/justice-department-recovers-fraudulent-transfer-of-proceeds-arising-from-kickback-scheme/
Laboratory Marketer And North Carolina Physicians Agree To Pay Over $1.3M To Settle Kickback Allegations,"April 29, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/laboratory-marketer-and-north-carolina-physicians-agree-to-pay-over-13m-to-settle-kickback-allegations/
Attorney General Alan Wilson Announces Arrest Of Three People Accused Of Stealing From Sumter Assisted Living Resident,"April 29, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-arrest-of-three-people-accused-of-stealing-from-sumter-assisted-living-resident/
"Attorney General Alan Wilson Announces Arrest Of Washington, DC Man Accused Of Fraud Against Vulnerable Adult In Upstate SC","April 29, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-arrest-of-washington-dc-man-accused-of-fraud-against-vulnerable-adult-in-upstate-sc/
California-Based Nursing Home Chain And Two Executives To Pay $7M To Settle Alleged False Claims For Nursing Home Residents Who Merely Had Been Near Other People With COVID-19,"April 26, 2024",COVID-19Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/california-based-nursing-home-chain-and-two-executives-to-pay-7m-to-settle-alleged-false-claims-for-nursing-home-residents-who-merely-had-been-near-other-people-with-covid-19/
San Gabriel Valley-Based Nursing Home Chain and Executives to Pay Over $7 Million to Settle COVID-Related False Claims Allegations,"April 26, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/san-gabriel-valley-based-nursing-home-chain-and-executives-to-pay-over-7-million-to-settle-covid-related-false-claims-allegations/
Troy Woman Pleads Guilty to Yearslong Fraud to Obtain Benefits,"April 26, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/troy-woman-pleads-guilty-to-yearslong-fraud-to-obtain-benefits/
Leader Of $50 Million Health Care Fraud Pleads Guilty,"April 26, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/leader-of-50-million-health-care-fraud-pleads-guilty/
Doctor Convicted For $5.4M Medicare Fraud Scheme,"April 26, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-convicted-for-54m-medicare-fraud-scheme/
"Iowa Nurse Practitioner Agrees To Pay Over $50,000 To Resolve Suit Alleging Fraudulent Durable Medical Equipment (DME) Prescriptions, Kickbacks","April 25, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/iowa-nurse-practitioner-agrees-to-pay-over-50000-to-resolve-suit-alleging-fraudulent-durable-medical-equipment-dme-prescriptions-kickbacks/
"Laredo Medical Center Agreed to Pay $20,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual","April 25, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/laredo-medical-center-agreed-to-pay-20000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-an-unlicensed-individual/
Laboratory Owners Charged In $36M COVID-19 Testing Fraud Scheme,"April 24, 2024",COVID-19Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/laboratory-owners-charged-in-36m-covid-19-testing-fraud-scheme/
Doctor Indicted On Charges Of Unlawfully Distributing Controlled Substances And Health Care Fraud,"April 24, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-indicted-on-charges-of-unlawfully-distributing-controlled-substances-and-health-care-fraud/
"Precision Dose Agreed to Pay $75,000 for Allegedly Violating the Civil Monetary Penalties Law by Failing to Submit Timely Pricing Data","April 23, 2024",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/precision-dose-agreed-to-pay-75000-for-allegedly-violating-the-civil-monetary-penalties-law-by-failing-to-submit-timely-pricing-data/
Owner Of Burbank-Based Blood Testing Laboratory Indicted For Allegedly Evading The Payment Of Nearly $5.8 Million In Taxes,"April 23, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-burbank-based-blood-testing-laboratory-indicted-for-allegedly-evading-the-payment-of-nearly-58-million-in-taxes/
Doctor Charged With Unlawfully Distributing Controlled Substances And Health Care Fraud,"April 23, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-charged-with-unlawfully-distributing-controlled-substances-and-health-care-fraud/
Attorney General Moody Announces Arrest Of Two Seminole County Residents For Medicaid Fraud,"April 23, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-moody-announces-arrest-of-two-seminole-county-residents-for-medicaid-fraud/
Carr: Hart County Man Pleads Guilty To Elder Exploitation,"April 23, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/carr-hart-county-man-pleads-guilty-to-elder-exploitation/
Clinic Owner Sent To Prison For Orchestrating $15M Medicare Fraud And Kickback Scheme,"April 22, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/clinic-owner-sent-to-prison-for-orchestrating-15m-medicare-fraud-and-kickback-scheme/
"PRC-Saltillo Agreed to Pay $222,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual","April 22, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/prc-saltillo-agreed-to-pay-222000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Attorney General Bailey’s Medicaid Fraud Control Unit Earns National Recognition For Effectiveness,"April 22, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-baileys-medicaid-fraud-control-unit-earns-national-recognition-for-effectiveness/
Pharmacy Owner Sentenced To Four Years In Prison For Health Care Fraud,"April 18, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmacy-owner-sentenced-to-four-years-in-prison-for-health-care-fraud/
"Pittsburgh Health Care Facility Owner Indicted on 33 Counts, Including Fraud, Money Laundering, and Making False Statements Related to Health Care Matters","April 18, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pittsburgh-health-care-facility-owner-indicted-on-33-counts-including-fraud-money-laundering-and-making-false-statements-related-to-health-care-matters/
Long Island Man Sentenced to 8 Years in Prison for Prescription Drug Diversion Scheme,"April 17, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/long-island-man-sentenced-to-8-years-in-prison-for-prescription-drug-diversion-scheme/
Leader of Multimillion-Dollar Clinic Scam Resentenced for Health Care and Tax Fraud Conspiracy,"April 17, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/leader-of-multimillion-dollar-clinic-scam-resentenced-for-health-care-and-tax-fraud-conspiracy/
Attorney General Ford Announces Sentencing Of Behavioral Health Company Employee,"April 17, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-ford-announces-sentencing-of-behavioral-health-company-employee/
Doctor Sentenced For Unlawful Distribution Of Oxycodone,"April 16, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-sentenced-for-unlawful-distribution-of-oxycodone/
Man Charged for Over $70M Medicare Fraud Scheme,"April 15, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/man-charged-for-over-70m-medicare-fraud-scheme/
"Tampa General Hospital Agreed to Pay $254,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by Unlicensed Individuals","April 15, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/tampa-general-hospital-agreed-to-pay-254000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-unlicensed-individuals/
Physician Charged With 28 Additional Counts In Selling Opioid Prescriptions For Cash,"April 12, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/physician-charged-with-28-additional-counts-in-selling-opioid-prescriptions-for-cash/
Two Doctors Sentenced for $4M Fraudulent Urine Drug Testing Scheme,"April 12, 2024",Criminal and Civil ActionsState Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/two-doctors-sentenced-for-4m-fraudulent-urine-drug-testing-scheme/
Telemedicine Nurse Practitioner Sentenced For $7.8 Million Durable Medical Equipment Fraud Scheme,"April 11, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/telemedicine-nurse-practitioner-sentenced-for-78-million-durable-medical-equipment-fraud-scheme/
"Wray Community District Hospital and Clinic Agreed to Pay $54,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual","April 11, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/wray-community-district-hospital-and-clinic-agreed-to-pay-54000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Father And Daughter Charged In Fraud Scheme That Allegedly Exploited A Vulnerable Adult,"April 11, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/father-and-daughter-charged-in-fraud-scheme-that-allegedly-exploited-a-vulnerable-adult/
"Attorney General Moody Announces Arrest Of Escambia Man For Exploiting More Than $17,000 From Florida Senior","April 11, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-moody-announces-arrest-of-escambia-man-for-exploiting-more-than-17000-from-florida-senior/
Attorney General Ford Announces Sentencing Of Behavioral Health Provider And Its Owner For Medicaid Fraud,"April 11, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-ford-announces-sentencing-of-behavioral-health-provider-and-its-owner-for-medicaid-fraud-1/
False Claims Act Complaint Filed Against Regeneron Pharmaceuticals for Fraudulent Drug Pricing Reporting,"April 10, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/false-claims-act-complaint-filed-against-regeneron-pharmaceuticals-for-fraudulent-drug-pricing-reporting/
